Tanggal,Nangroe Aceh Darussalam,,,Sumatera Barat,,,Sumatera Utara,,,Sumatera Selatan,,,Lampung,,,Riau,,,Kepulauan Riau,,,Jambi,,,Kepulauan Bangka Belitung,,,Bengkulu,,,DKI Jakarta,,,Banten,,,Jawa Barat,,,Jawa Tengah,,,Jawa Timur,,,Daerah Istimewah Yogyakarta,,,Bali,,,Nusa Tenggara Barat,,,Nusa Tenggara Timur,,,Kalimantan Barat,,,Kalimantan Selatan,,,Kalimantan Tengah,,,Kalimantan Timur,,,Kalimantan Utara,,,Sulawesi Barat,,,Sulawesi Tenggara,,,Sulawesi Selatan,,,Sulawesi Tengah,,,Sulawesi Utara,,,Gorontalo,,,Maluku,,,Maluku Utara,,,Papua,,,Papua Barat,,
,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh
5/2/2020,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,3,1,7,3,0,20,0,0,0,0,0,0,0,0,0,80,17,25,9,0,0,31,1,2,21,2,0,3,7,3,10,0,4,2,0,8,17,0,1,0,0,0,7,0,0,11,0,0,1,0,3,0,0,1,7,0,0,1,0,0,2,0,0,30,3,10,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,30,0,0,1,0,0
5/3/2020,1,0,0,13,0,5,6,0,0,29,1,7,0,0,4,8,0,3,0,0,0,6,0,0,0,0,0,0,0,0,66,6,119,5,0,0,11,1,5,9,0,0,80,5,9,1,0,1,25,0,22,19,0,4,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,24,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0
5/4/2020,0,0,1,8,0,2,6,0,0,0,1,7,4,0,0,5,1,0,5,1,4,0,0,0,0,0,0,0,0,0,76,10,0,14,0,0,198,1,7,22,0,0,7,6,4,0,0,1,9,0,8,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/5/2020,0,0,0,18,1,1,1,0,0,14,0,4,1,0,0,3,0,1,1,0,11,5,0,0,9,0,0,0,0,0,148,1,72,12,0,83,48,1,8,51,0,20,47,0,2,6,0,2,6,0,1,16,0,10,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,1,0,1,0,0,0,5,0,4,33,2,29,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0
5/6/2020,5,0,0,17,0,0,11,3,2,11,0,0,8,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,83,5,37,29,0,5,20,3,10,42,2,13,50,6,19,1,0,1,0,0,6,4,1,7,1,0,0,17,0,0,0,0,0,14,0,0,5,0,4,0,0,0,14,1,0,0,0,0,25,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0
5/7/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/8/2020,0,0,4,32,1,8,16,0,5,17,1,2,3,0,0,8,0,0,1,0,0,0,0,0,0,0,2,0,0,0,185,10,4,18,15,0,84,2,7,42,1,16,63,15,16,21,0,6,23,0,29,23,0,27,0,0,0,5,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,43,1,16,5,0,0,2,0,0,4,0,6,9,2,0,0,0,0,17,0,0,0,0,0
5/9/2020,0,0,0,16,0,8,22,5,0,51,0,0,0,0,3,2,0,10,0,1,1,15,0,0,0,0,0,0,0,0,101,3,7,18,0,0,33,3,18,26,1,12,135,3,12,3,0,0,6,0,2,18,1,7,0,0,0,23,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,1,1,0,0,2,0,9,0,0,0,6,0,0,0,0,3,0,0,0,4,0,3,12,0,0,0,0,0
5/10/2020,0,0,0,13,0,2,0,0,0,0,3,6,0,0,0,2,0,1,3,0,4,2,0,2,0,0,1,0,0,0,134,7,51,10,0,0,0,0,0,19,0,0,83,2,3,7,0,1,5,0,7,0,0,5,1,0,0,2,0,0,8,0,1,2,0,0,1,0,0,0,0,1,2,0,0,5,0,1,12,1,5,8,0,0,18,0,0,0,0,0,0,0,0,0,0,0,31,0,0,17,0,2
5/11/2020,0,0,0,0,0,11,17,3,0,0,0,9,0,0,1,1,0,7,2,0,0,1,0,0,0,0,0,0,0,0,86,7,9,8,0,24,56,0,11,2,0,56,34,6,14,6,0,1,3,0,6,1,0,13,2,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,2,11,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5/12/2020,0,0,1,20,1,3,2,0,0,1,0,0,0,0,0,7,0,3,5,0,5,0,0,0,0,0,0,0,0,0,99,2,112,18,0,7,52,3,0,9,0,0,144,6,14,10,0,2,14,0,5,8,0,0,3,0,0,3,0,8,12,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,25,0,7,12,0,0,3,1,9,0,0,0,18,2,5,0,0,0,14,0,0,0,0,0
5/13/2020,0,0,0,20,1,13,2,0,5,43,0,9,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,6,102,21,1,4,11,0,24,34,0,0,103,8,16,12,0,5,4,0,5,5,1,9,12,0,0,6,0,2,6,0,7,6,0,0,0,0,0,6,0,7,6,0,2,91,1,1,56,0,5,6,0,7,8,0,0,0,0,0,0,0,0,24,3,0,6,0,0,0,0,0
5/14/2020,0,0,1,32,2,3,2,0,0,119,0,0,0,0,0,6,0,0,4,0,0,1,0,0,0,0,0,2,0,0,134,3,136,13,0,1,9,1,5,43,0,0,91,4,4,4,0,0,5,0,3,6,0,24,8,1,0,0,0,0,10,0,6,5,0,4,91,1,1,0,0,6,5,0,0,0,0,0,37,2,5,10,1,1,1,0,4,2,0,1,12,0,0,3,0,3,4,0,0,18,0,0
5/15/2020,0,0,0,22,0,2,0,0,0,17,0,0,0,0,0,1,0,4,1,0,3,3,0,0,0,0,0,0,0,12,86,8,114,29,3,0,31,1,17,43,4,5,58,11,16,3,0,3,6,0,9,8,0,50,7,0,0,0,0,0,1,0,3,1,0,0,0,0,0,3,0,3,1,0,13,16,2,7,31,0,0,1,0,0,22,0,0,1,0,1,0,0,0,4,0,1,3,0,0,0,0,0
5/16/2020,1,0,2,3,1,3,0,0,0,0,2,0,0,0,4,0,0,1,0,0,0,10,0,0,0,0,16,0,0,0,107,0,19,4,1,0,22,0,3,31,0,13,184,5,8,6,1,6,3,0,11,7,0,0,12,0,1,2,0,0,1,0,6,0,0,1,16,2,7,12,0,6,0,0,2,6,0,0,46,1,19,1,0,1,9,1,1,1,0,1,0,0,0,3,1,0,15,0,0,14,0,3
5/17/2020,0,0,0,12,0,4,16,2,5,63,0,0,1,0,0,4,0,6,11,0,3,1,0,1,0,0,1,23,0,0,129,3,11,24,0,1,34,10,58,17,0,0,47,11,10,5,0,8,2,0,7,6,0,12,9,0,4,1,1,2,2,0,12,1,0,0,6,0,0,2,0,12,1,0,1,2,0,0,34,1,7,2,0,2,0,1,0,1,0,0,22,2,0,4,0,0,33,0,0,3,0,0
5/18/2020,0,0,0,1,0,12,7,1,0,16,2,0,16,1,0,2,0,1,13,0,0,1,0,0,0,0,0,0,0,0,49,0,1,27,1,3,25,13,77,8,0,5,144,15,25,1,0,5,11,0,7,4,0,13,3,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,66,2,18,0,0,2,2,0,0,4,1,0,23,0,4,1,0,0,0,0,0,0,0,0
5/19/2020,0,0,0,11,0,10,10,1,0,60,5,4,1,0,0,0,0,0,0,1,0,3,0,0,6,0,0,0,0,0,96,7,22,21,0,0,23,1,14,10,0,0,81,13,38,7,0,5,4,0,10,0,0,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/20/2020,0,0,0,8,1,28,15,2,16,49,1,0,1,0,3,6,0,2,0,0,0,5,0,0,1,0,0,3,0,0,81,2,0,1,0,0,176,0,1,17,0,1,119,6,12,2,0,2,8,0,9,18,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,84,1,30,0,0,0,26,1,0,0,0,0,17,1,0,3,0,0,26,0,0,1,0,1
5/21/2020,0,0,0,8,0,7,23,1,0,28,2,1,16,0,2,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,65,9,129,54,3,9,86,0,10,25,0,2,502,13,16,6,0,8,3,0,4,17,0,4,0,0,0,1,0,4,2,0,0,3,0,0,11,0,1,2,0,0,3,0,2,0,0,0,34,3,31,2,0,11,28,3,0,16,0,0,11,0,1,1,0,0,1,0,0,4,0,1
5/22/2020,1,0,0,2,0,5,12,1,28,19,1,17,4,1,3,1,0,3,9,0,3,2,0,4,3,0,0,2,1,0,99,19,52,15,1,1,40,1,10,17,0,0,131,15,10,5,0,12,6,0,4,54,0,3,3,0,0,7,0,2,0,0,6,8,0,0,0,0,0,1,0,6,8,0,0,9,0,5,71,2,19,0,0,0,18,1,0,3,0,0,22,0,0,2,0,0,27,0,0,9,0,4
5/23/2020,0,0,2,5,1,18,9,0,0,32,1,5,0,0,2,1,0,0,4,0,1,0,0,0,0,0,1,11,0,0,115,1,54,0,0,0,43,2,39,54,0,0,466,15,13,5,0,4,8,0,3,10,1,7,0,0,0,28,0,0,4,0,0,0,0,1,9,0,5,0,0,0,0,0,1,4,0,21,58,0,6,4,0,0,3,2,1,2,0,2,0,0,0,0,0,0,57,0,0,10,1,8
5/24/2020,0,0,0,35,0,5,17,1,6,11,2,2,4,0,2,1,0,0,0,0,1,4,0,5,0,0,0,3,0,0,119,0,22,21,0,4,46,1,8,21,0,4,68,12,39,1,0,1,6,0,6,4,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4,0,21,1,0,2,0,0,1,0,0,0,32,2,33,0,0,9,29,1,2,9,0,1,2,0,0,1,1,0,62,0,0,1,0,0
5/25/2020,0,0,0,0,0,6,4,0,5,76,0,10,7,0,2,0,0,0,0,0,0,2,0,2,0,0,0,9,0,0,75,0,69,0,0,0,22,0,0,2,0,1,223,9,24,0,0,2,2,0,2,0,0,31,0,0,0,7,0,5,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,23,3,6,0,0,0,9,3,0,0,0,0,1,0,5,7,0,2,11,0,20,0,0,3
5/26/2020,0,0,0,35,0,22,0,0,1,56,0,2,0,1,4,0,0,10,8,1,1,0,0,0,3,0,0,1,0,0,89,0,13,18,0,2,17,9,26,4,0,15,57,9,17,0,0,7,11,0,0,10,0,0,3,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,49,33,2,37,0,0,2,26,4,1,0,0,0,0,0,0,11,0,3,0,0,0,2,0,13
5/27/2020,0,0,0,24,1,28,17,1,2,53,0,0,2,2,4,0,0,1,13,0,0,0,0,0,0,0,0,1,0,0,97,8,14,10,0,3,27,5,37,11,0,0,199,19,16,2,0,3,8,0,7,49,1,14,0,0,2,7,0,0,0,0,1,1,0,1,0,0,49,1,0,1,1,0,2,11,0,10,29,0,19,0,0,2,16,7,1,2,0,0,10,0,0,1,1,1,14,0,0,0,0,1
5/28/2020,1,0,0,4,0,6,30,2,2,21,0,9,0,0,0,0,0,3,3,1,8,0,0,0,0,0,0,0,0,0,106,0,20,14,0,24,24,0,44,10,0,1,171,14,26,0,0,8,5,0,12,25,1,1,5,0,3,1,0,0,5,0,0,1,0,2,11,0,10,0,0,0,1,0,3,14,0,0,46,0,2,5,0,2,16,5,2,5,0,1,18,1,7,9,0,3,3,0,0,20,0,2
5/29/2020,0,0,0,0,0,8,38,0,0,11,2,14,13,0,7,6,0,4,18,0,5,0,0,0,3,0,0,2,0,0,127,0,37,14,3,12,30,0,6,14,0,60,101,11,22,2,0,7,23,0,6,28,0,3,1,0,3,0,0,3,0,0,3,0,0,1,14,0,0,0,0,3,0,0,2,1,0,3,41,3,12,0,0,0,9,1,1,3,1,4,27,0,1,11,1,0,56,0,0,6,0,4
5/30/2020,0,0,0,11,0,6,6,5,5,10,4,32,1,0,12,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,101,7,266,13,0,27,20,2,24,16,0,19,199,27,19,3,0,9,12,0,8,4,0,3,1,0,4,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,42,1,32,0,0,0,16,0,1,1,0,0,0,0,0,7,0,6,18,0,0,4,0,7
5/31/2020,0,0,0,15,0,9,3,0,23,19,3,34,1,0,4,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,119,1,77,3,0,0,29,0,3,37,0,6,244,24,20,3,0,2,10,0,1,42,0,12,5,0,0,5,0,6,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,9,31,2,32,2,0,9,17,2,11,25,0,3,8,0,1,7,4,0,17,0,0,6,0,6
6/1/2020,0,0,0,0,0,2,8,0,2,13,0,12,2,0,3,0,0,1,12,0,0,0,0,0,4,0,0,0,0,0,137,1,190,6,0,8,34,0,0,14,0,9,65,16,45,1,0,6,17,1,5,16,0,1,0,0,0,7,0,2,0,0,8,4,0,1,3,0,9,0,0,8,4,0,7,0,0,0,45,1,29,0,0,0,0,0,1,0,0,0,0,0,0,7,3,2,50,0,0,0,0,0
6/2/2020,0,0,0,7,0,5,1,0,3,24,0,9,1,0,6,0,0,3,0,0,1,0,0,0,12,0,0,0,0,0,56,0,127,16,0,21,20,7,29,15,0,1,213,6,45,0,0,2,5,0,0,18,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,44,0,0,0,0,0,15,0,0,14,3,3,0,0,0,14,1,0,94,1,10,4,0,0
6/3/2020,0,0,0,9,0,5,26,1,9,10,1,2,0,1,3,0,0,4,10,0,0,0,0,2,10,0,1,0,0,0,82,5,187,71,0,0,5,3,53,23,1,0,183,11,100,0,0,2,3,0,15,15,1,5,2,0,0,6,0,24,1,0,1,0,0,4,0,0,3,0,0,1,0,0,8,7,0,7,38,0,11,1,0,3,23,3,4,10,0,0,15,0,19,2,1,1,39,0,0,0,0,0
6/4/2020,0,0,1,11,0,35,44,1,7,27,0,22,4,0,3,0,0,3,4,0,0,2,0,10,9,0,5,0,0,1,67,0,21,11,0,6,35,1,18,24,0,1,90,8,290,0,0,4,20,0,15,20,4,2,2,0,1,0,0,15,0,0,8,0,0,6,7,0,7,0,0,8,0,0,0,1,0,0,54,4,3,0,0,6,5,0,6,3,0,0,0,0,0,1,2,0,17,0,0,1,0,2
6/5/2020,0,0,0,13,2,21,49,3,5,18,3,17,1,0,6,0,0,1,4,0,12,2,0,0,17,0,0,2,0,0,76,1,144,24,1,45,12,3,45,58,5,35,141,9,118,1,0,0,14,0,5,52,3,0,0,0,0,3,0,15,7,0,5,0,0,0,1,0,0,2,0,5,0,0,0,5,0,9,54,14,34,7,0,8,9,0,0,0,0,3,16,0,9,1,1,0,43,0,0,2,0,17
6/6/2020,0,0,0,11,0,3,68,0,7,30,4,32,2,0,6,1,0,1,1,0,5,2,0,0,4,0,1,1,0,6,104,0,85,36,1,41,10,0,15,27,0,2,286,17,154,4,0,4,33,0,2,41,1,12,2,0,2,5,0,5,3,0,12,0,0,0,5,0,9,1,0,12,0,0,1,0,0,3,64,1,0,3,0,8,79,3,0,5,0,12,7,0,3,7,0,3,87,0,0,3,0,0
6/7/2020,0,0,0,8,0,4,0,0,0,25,0,47,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,14,0,2,163,5,294,10,0,5,28,0,99,51,22,9,113,20,48,2,0,4,25,0,2,10,0,14,0,0,3,0,0,0,20,0,2,0,0,2,0,0,3,1,0,2,0,0,8,2,0,10,64,0,0,20,0,7,25,2,2,8,0,10,8,0,0,1,0,0,59,0,0,1,0,0
6/8/2020,0,0,0,0,0,11,2,2,10,29,0,47,1,0,1,0,0,2,0,1,2,0,0,0,19,0,5,5,0,0,88,0,76,12,0,2,20,3,74,27,0,10,365,19,90,3,0,3,12,0,4,14,1,0,2,0,0,0,0,3,0,0,20,2,0,9,2,0,10,0,0,20,2,0,3,0,0,1,110,0,0,0,0,0,15,2,9,0,0,0,38,0,13,0,0,0,26,0,0,0,0,0
6/9/2020,0,0,0,19,2,10,11,4,0,30,0,11,3,0,3,2,0,4,0,0,1,0,0,0,2,0,1,0,0,0,234,4,165,14,1,19,24,0,10,32,5,80,220,12,85,2,0,6,14,0,32,8,3,0,0,0,2,24,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,4,0,17,180,3,31,0,0,0,41,0,0,5,1,8,8,0,9,4,0,0,18,0,0,4,0,1
6/10/2020,2,0,0,14,0,28,17,1,4,41,4,48,2,0,3,0,0,0,10,0,5,2,0,0,3,0,1,1,0,3,148,2,146,35,1,10,58,0,33,139,0,118,273,16,97,1,0,3,32,0,3,27,3,79,1,0,3,11,0,21,0,0,3,0,0,7,4,0,17,0,0,3,0,0,1,3,0,2,189,1,53,0,0,1,0,3,7,6,0,7,13,0,0,37,0,4,29,0,0,8,0,9
6/11/2020,0,0,0,2,0,3,45,3,12,42,0,55,2,0,1,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,147,2,144,25,2,10,45,0,21,19,0,5,297,23,112,2,0,1,19,0,12,11,3,44,0,0,1,0,0,7,0,0,2,1,0,17,3,0,2,0,0,2,1,0,0,6,0,4,141,0,0,0,0,1,28,2,17,4,0,0,0,1,0,36,1,2,19,0,0,4,0,1
6/12/2020,0,0,0,10,0,15,88,1,0,33,1,38,1,0,0,0,0,1,1,0,5,1,0,0,4,0,6,0,0,0,90,3,120,36,1,6,21,0,41,44,0,50,318,22,72,10,0,1,36,0,24,23,0,72,2,0,3,22,0,1,0,0,0,1,0,0,6,0,4,0,0,0,1,0,3,5,0,2,58,12,73,0,0,0,65,0,0,32,0,10,59,1,15,22,2,1,41,0,0,5,0,1
6/13/2020,0,0,1,3,0,4,94,2,0,22,1,14,12,0,2,5,0,1,0,0,3,2,0,10,8,0,9,0,1,0,121,8,59,74,3,1,15,0,36,70,0,28,176,14,252,2,0,8,28,1,14,13,2,21,1,0,4,0,0,4,9,0,1,1,0,2,5,0,2,0,0,1,1,0,0,2,0,10,125,0,36,9,0,1,7,4,2,4,1,1,13,0,1,17,0,0,40,0,0,5,1,0
6/14/2020,5,0,0,7,1,12,10,0,5,70,7,61,1,1,3,0,0,0,15,0,10,0,0,0,0,1,0,0,1,12,117,7,249,9,0,22,17,0,42,113,1,20,196,11,75,5,0,6,18,0,12,11,0,36,0,0,4,1,0,9,2,0,1,0,0,2,2,0,10,0,0,1,0,0,4,4,0,7,133,6,36,2,0,19,7,0,2,0,0,0,21,0,4,8,0,8,12,0,50,3,0,1
6/15/2020,0,0,0,0,0,0,60,5,6,52,2,33,0,0,1,1,0,2,0,0,3,0,0,0,1,1,0,0,0,3,142,2,106,3,0,20,19,1,7,116,17,36,270,16,62,3,0,1,19,0,28,22,2,31,0,0,4,0,0,1,1,0,0,1,0,7,4,0,7,0,0,0,1,0,1,3,0,2,101,7,142,1,0,6,18,0,7,23,0,7,31,1,0,2,0,0,0,0,63,1,0,0
6/16/2020,0,0,1,6,0,36,25,2,6,50,0,19,0,0,1,0,0,0,9,0,12,0,0,8,2,0,5,0,0,0,102,0,134,34,0,25,39,0,9,56,0,30,245,21,71,1,0,2,22,0,8,20,0,15,0,0,4,2,0,7,1,0,0,0,0,7,3,0,2,1,0,0,0,0,0,5,0,4,175,0,44,1,0,4,25,3,7,6,0,3,44,2,2,3,0,0,32,0,103,3,0,7
6/17/2020,10,1,0,4,0,6,13,1,5,43,4,12,3,0,1,2,0,1,0,0,4,1,0,0,0,0,27,0,0,6,127,6,116,32,0,23,41,7,26,115,0,65,225,14,56,3,0,3,47,0,32,21,6,31,0,0,2,12,0,0,0,0,8,0,0,7,5,0,4,0,0,8,0,0,0,1,0,0,84,0,16,0,0,4,35,0,7,0,0,0,24,0,2,7,0,0,30,0,3,2,0,2
6/18/2020,1,0,0,5,0,17,23,0,7,55,3,26,2,0,1,6,2,1,0,0,5,0,0,0,0,0,6,0,0,1,167,15,128,18,0,27,55,2,54,45,9,20,384,13,78,0,0,3,66,0,11,30,2,20,0,0,4,0,0,6,0,0,1,1,0,7,1,0,0,0,0,1,1,0,5,34,0,0,166,0,22,0,0,1,25,2,7,0,0,0,17,0,0,21,0,1,39,0,0,5,0,22
6/19/2020,0,0,0,4,0,11,31,0,16,84,2,31,1,0,3,8,0,1,1,0,10,3,0,1,1,0,6,0,0,1,139,0,126,4,0,3,47,0,30,80,13,20,140,14,103,1,0,7,81,0,13,14,0,19,1,0,3,14,0,13,1,0,3,5,0,8,34,0,0,2,0,3,5,0,0,3,0,1,207,0,43,1,0,0,23,2,8,6,0,35,7,0,23,40,0,2,18,0,0,3,0,8
6/20/2020,1,0,0,3,0,4,58,1,5,41,1,9,8,0,2,0,0,2,15,0,2,0,0,0,0,0,0,3,0,1,174,7,122,16,0,31,23,0,0,98,0,20,394,20,102,8,0,5,37,1,20,29,1,21,3,0,2,2,0,9,0,0,0,0,0,3,3,0,1,2,0,0,0,0,1,3,0,10,112,15,76,0,0,1,25,3,3,0,0,0,37,0,25,17,1,5,12,0,0,0,0,2
6/21/2020,10,0,0,0,0,0,13,2,4,0,0,0,1,0,5,0,0,0,2,0,1,0,0,0,0,0,0,3,1,9,142,1,233,8,0,1,0,0,0,99,0,22,91,17,125,3,0,0,37,2,17,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,3,0,10,1,0,0,0,0,0,0,0,0,112,0,38,0,0,1,44,1,3,7,0,13,22,0,0,11,0,0,49,0,0,0,0,0
6/22/2020,0,0,0,4,0,8,20,3,4,118,5,21,0,0,0,24,0,1,0,0,10,0,0,0,0,0,10,3,1,0,127,0,74,6,0,0,37,0,26,49,1,28,315,13,66,0,0,7,30,0,12,16,1,20,0,0,1,0,0,24,3,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,3,111,7,38,3,0,0,1,2,2,3,0,4,30,0,3,20,2,14,11,0,0,2,0,0
6/23/2020,0,0,0,5,0,20,117,3,3,16,0,47,0,0,0,27,1,0,3,0,2,2,0,20,0,0,9,0,0,4,152,8,100,12,0,13,36,0,30,49,4,50,258,13,60,3,0,0,36,0,24,14,0,8,1,0,3,15,0,4,3,0,0,0,0,2,2,0,3,0,0,0,0,0,0,2,0,1,154,1,42,3,0,8,7,0,2,1,0,0,1,0,4,34,1,12,55,0,0,0,0,1
6/24/2020,4,0,0,3,0,14,55,3,8,14,3,14,2,0,4,24,0,3,7,0,2,0,0,0,0,0,1,3,0,1,154,8,94,17,0,7,44,0,9,76,2,10,183,9,80,1,0,4,42,0,7,21,2,19,0,0,0,0,0,5,1,0,2,0,0,2,2,0,1,2,0,2,0,0,1,1,0,1,132,6,39,1,1,1,31,0,2,7,0,31,37,1,4,95,0,6,59,0,0,1,0,16
6/25/2020,13,0,0,2,0,22,69,3,18,24,3,76,4,0,3,3,1,1,0,0,18,0,0,0,0,0,3,1,0,2,196,6,112,9,0,0,32,2,62,78,0,0,247,14,241,7,0,5,56,2,11,17,2,6,1,0,4,0,0,7,1,0,0,1,0,3,1,0,1,9,0,0,1,0,0,0,0,0,103,3,59,1,0,4,46,1,3,5,0,22,13,0,18,80,3,1,59,0,0,8,0,4
6/26/2020,3,0,0,3,1,10,14,4,64,14,2,15,0,0,2,3,0,0,0,0,2,0,0,0,1,0,1,0,0,0,196,8,108,15,0,13,37,2,110,177,0,0,356,32,193,3,0,5,49,0,73,23,0,11,0,0,4,0,0,6,2,0,0,2,0,19,0,0,0,9,0,0,2,0,0,4,0,2,172,2,156,2,0,2,46,3,19,0,0,0,7,1,6,21,2,8,20,0,0,0,0,1
6/27/2020,8,0,2,2,0,10,77,5,18,43,1,16,1,0,4,0,0,0,2,0,16,3,0,3,0,0,0,2,2,3,198,8,68,18,0,8,50,0,15,197,0,22,277,17,190,2,0,5,106,0,21,21,1,5,1,0,3,8,0,10,1,0,0,4,0,1,4,0,2,4,0,0,4,0,4,2,1,0,146,2,41,1,0,5,55,1,1,0,0,0,14,0,22,37,0,2,37,0,0,1,0,2
6/28/2020,2,0,3,3,0,6,20,0,10,50,0,17,0,0,7,1,0,18,0,0,6,0,0,0,3,0,1,9,0,3,120,1,255,6,0,17,27,0,7,188,0,14,330,18,101,2,0,3,45,2,20,36,3,19,0,0,0,0,0,8,2,0,3,2,0,0,2,1,0,0,0,3,2,0,0,0,0,0,192,4,60,2,0,1,18,2,0,0,0,0,6,0,12,21,0,4,26,0,335,2,0,0
6/29/2020,0,0,0,0,0,1,13,0,17,23,2,66,0,0,1,2,0,27,0,0,2,0,0,0,0,0,1,0,0,1,123,0,253,6,0,7,43,0,2,198,0,43,297,32,171,0,0,1,30,0,12,14,6,6,4,0,0,0,0,4,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,2,0,1,188,1,52,0,0,0,25,4,5,0,0,0,15,0,27,0,0,0,3,0,105,1,1,1
6/30/2020,1,1,1,1,0,12,71,1,5,26,7,5,2,0,1,0,0,10,9,0,4,0,0,0,3,0,1,0,0,0,187,7,394,9,0,4,84,1,85,153,0,50,331,30,121,7,0,2,49,1,15,21,1,8,0,0,2,0,0,5,3,0,3,1,0,10,2,0,1,2,0,3,1,0,1,18,0,12,89,4,69,3,0,0,27,1,10,6,2,15,16,1,7,9,0,2,51,8,119,2,0,0
7/1/2020,6,0,5,16,0,7,50,5,12,29,3,17,1,0,1,1,0,2,5,0,10,0,0,8,0,0,2,2,1,0,213,0,168,13,0,21,58,1,15,173,10,100,185,33,187,1,0,1,34,1,62,11,3,7,0,0,0,15,0,3,0,0,2,2,0,14,18,0,12,0,0,2,2,0,0,42,0,3,130,0,52,0,0,4,20,1,14,0,0,3,7,0,18,147,0,7,96,0,14,3,0,12
